"year","age","male","prop_remitted","educ","prop_cmig","log_npop","prop_self","prop_agri","prop_lessminwage"
1970,19,1,0.402018602,6,0.0785563,8.699514,0.2367,0.428,0.1469026
1978,19,0,0.336337194,6,0.1422505,8.699514,0.2367,0.428,0.1494865
1984,19,1,0.211552566,13,0.1876858,8.987197,0.4702,0.3007,0.138887
1978,16,1,0.321240155,4,0.1422505,8.699514,0.2367,0.428,0.1494865
1982,17,0,0.302569461,6,0.1711253,8.987197,0.4702,0.3007,0.13776
1986,22,0,0.283784109,6,0.2084926,8.987197,0.4702,0.3007,0.1390484
1968,18,1,0.374166194,12,0.0670913,8.006368,0.4328,0.7937,0.1454793
1976,17,0,0.280011351,7,0.12569,8.699514,0.2367,0.428,0.1482917
1984,15,0,0.347204806,9,0.1876858,8.987197,0.4702,0.3007,0.138887
1979,18,1,0.221771043,12,0.1511677,8.699514,0.2367,0.428,0.1456347
1968,24,1,0.363345862,6,0.0670913,8.006368,0.4328,0.7937,0.1454793
1968,22,1,0.404788278,5,0.0670913,8.006368,0.4328,0.7937,0.1454793
1972,15,0,0.420650892,7,0.0900212,8.699514,0.2367,0.428,0.1565455
1972,50,0,0.418515068,3,0.0900212,8.699514,0.2367,0.428,0.1565455
1972,18,0,0.405107324,6,0.0900212,8.699514,0.2367,0.428,0.1565455
1972,21,0,0.392345206,6,0.0900212,8.699514,0.2367,0.428,0.1565455
1972,24,0,0.345449695,6,0.0900212,8.699514,0.2367,0.428,0.1565455
1987,23,0,0.214613158,13,0.2195329,8.987197,0.4702,0.3007,0.1367292
1983,23,1,0.194895037,9,0.1796178,8.987197,0.4702,0.3007,0.1393506
1983,24,1,0.245692851,3,0.1796178,8.987197,0.4702,0.3007,0.1393506
1982,18,1,0.313516864,6,0.1711253,8.987197,0.4702,0.3007,0.13776
1972,39,1,0.327942738,3,0.0900212,8.699514,0.2367,0.428,0.1565455
1972,17,1,0.433811673,6,0.0900212,8.699514,0.2367,0.428,0.1565455
1976,19,1,0.402233273,11,0.12569,8.699514,0.2367,0.428,0.1482917
1983,22,0,0.23746926,2,0.1796178,8.987197,0.4702,0.3007,0.1393506
1984,48,0,0.276163964,0,0.1876858,8.987197,0.4702,0.3007,0.138887
1987,15,1,0.309735274,9,0.2195329,8.987197,0.4702,0.3007,0.1367292
1981,18,1,0.29133439,9,0.1656051,8.987197,0.4702,0.3007,0.1362066
1983,22,1,0.253351323,12,0.1796178,8.987197,0.4702,0.3007,0.1393506
1975,21,1,0.439604355,3,0.1176221,8.699514,0.2367,0.428,0.1475543
1969,20,1,0.426892286,9,0.0717622,8.006368,0.4328,0.7937,0.1463935
1985,26,1,0.312784487,9,0.1995754,8.987197,0.4702,0.3007,0.137792
1980,20,1,0.3144193,5,0.1600849,8.987197,0.4702,0.3007,0.1373002
1980,16,1,0.294451303,1,0.1600849,8.987197,0.4702,0.3007,0.1373002
1987,25,1,0.264808168,6,0.2195329,8.987197,0.4702,0.3007,0.1367292
1987,22,1,0.298013814,13,0.2195329,8.987197,0.4702,0.3007,0.1367292
1987,25,1,0.27275876,14,0.2195329,8.987197,0.4702,0.3007,0.1367292
1981,17,1,0.425455705,6,0.1656051,8.987197,0.4702,0.3007,0.1362066
1985,19,1,0.189942173,6,0.1995754,8.987197,0.4702,0.3007,0.137792
1989,19,1,0.123386436,6,0.2437367,8.987197,0.4702,0.3007,0.1340105
1991,29,0,0.19544054,4,0.2615711,8.987197,0.3558,0.17335,0.1311097
1991,27,1,0.215291606,12,0.2615711,8.987197,0.3558,0.17335,0.1311097
1991,23,0,0.241294953,17,0.2615711,8.987197,0.3558,0.17335,0.1311097
1991,44,1,0.275066727,6,0.2615711,8.987197,0.3558,0.17335,0.1311097
1991,21,1,0.303146041,12,0.2615711,8.987197,0.3558,0.17335,0.1311097
1972,23,0,0.447857534,12,0.0900212,8.699514,0.2367,0.428,0.1565455
1991,62,0,0.257699148,6,0.2615711,8.987197,0.3558,0.17335,0.1311097
1977,18,1,0.34601537,12,0.1346072,8.699514,0.2367,0.428,0.1494673
1978,17,1,0.388251781,11,0.1422505,8.699514,0.2367,0.428,0.1494865
1966,24,0,0.31656826,6,0.0590234,8.006368,0.4328,0.7937,0.142437
1988,41,1,0.322926711,0,0.0853116,12.60485,0.2552,0.1187,0.1352272
1988,18,1,0.352594999,10,0.0853116,12.60485,0.2552,0.1187,0.1352272
1987,16,1,0.325755811,6,0.078635,12.60485,0.2552,0.1187,0.1367292
1989,20,0,0.360349001,10,0.0949555,12.60485,0.2552,0.1187,0.1340105
1991,25,1,0.326339019,16,0.1083086,12.96688,0.2317,0.05065,0.1311097
1979,39,1,0.427143364,0,0.041543,11.98916,0.2241,0.18675,0.1456347
1981,31,1,0.479906604,3,0.055638,12.60485,0.2552,0.1187,0.1362066
1984,30,1,0.390533553,3,0.0675074,12.60485,0.2552,0.1187,0.138887
1980,24,1,0.433698453,6,0.0497033,12.60485,0.2552,0.1187,0.1373002
1977,18,1,0.40781427,12,0.0356083,11.98916,0.2241,0.18675,0.1494673
1989,58,0,0.375948365,0,0.0949555,12.60485,0.2552,0.1187,0.1340105
1989,20,1,0.393701902,10,0.0949555,12.60485,0.2552,0.1187,0.1340105
1991,27,0,0.420031587,10,0.1083086,12.96688,0.2317,0.05065,0.1311097
1987,22,0,0.380860361,2,0.078635,12.60485,0.2552,0.1187,0.1367292
1987,26,1,0.39894586,16,0.078635,12.60485,0.2552,0.1187,0.1367292
1979,24,1,0.400623623,4,0.041543,11.98916,0.2241,0.18675,0.1456347
1990,26,1,0.296715391,10,0.1016321,12.96688,0.2317,0.05065,0.1318839
1991,29,0,0.388818817,10,0.1083086,12.96688,0.2317,0.05065,0.1311097
1977,18,0,0.406060677,8,0.0356083,11.98916,0.2241,0.18675,0.1494673
1989,42,0,0.452230411,0,0.0949555,12.60485,0.2552,0.1187,0.1340105
1982,21,1,0.353734096,13,0.0593472,12.60485,0.2552,0.1187,0.13776
1976,20,0,0.515949659,9,0.0304154,11.98916,0.2241,0.18675,0.1482917
1979,22,1,0.417905411,6,0.041543,11.98916,0.2241,0.18675,0.1456347
1989,35,0,0.333281134,6,0.0949555,12.60485,0.2552,0.1187,0.1340105
1990,29,1,0.393244089,15,0.1016321,12.96688,0.2317,0.05065,0.1318839
1990,27,1,0.413832864,13,0.1016321,12.96688,0.2317,0.05065,0.1318839
1983,22,1,0.463940715,16,0.0630564,12.60485,0.2552,0.1187,0.1393506
1983,22,0,0.369815922,10,0.0630564,12.60485,0.2552,0.1187,0.1393506
1969,32,1,0.417952659,16,0.018546,11.51293,0.3284,0.35185,0.1463935
1966,42,0,0.391473392,3,0.0148368,11.51293,0.3284,0.35185,0.142437
1987,53,0,0.359139266,13,0.078635,12.60485,0.2552,0.1187,0.1367292
1979,19,1,0.461983283,3,0.041543,11.98916,0.2241,0.18675,0.1456347
1985,23,1,0.320799407,14,0.0697329,12.60485,0.2552,0.1187,0.137792
1988,20,0,0.439085597,10,0.0853116,12.60485,0.2552,0.1187,0.1352272
1968,26,1,0.398230428,15,0.0178042,11.51293,0.3284,0.35185,0.1454793
1970,29,1,0.450444617,6,0.0200297,11.98916,0.2241,0.18675,0.1469026
1991,26,1,0.332957858,2,0.1083086,12.96688,0.2317,0.05065,0.1311097
1981,35,1,0.315859392,22,0.055638,12.60485,0.2552,0.1187,0.1362066
1986,20,1,0.429431459,14,0.0727003,12.60485,0.2552,0.1187,0.1390484
1991,18,0,0.334989024,4,0.1083086,12.96688,0.2317,0.05065,0.1311097
1991,37,1,0.264252607,9,0.1083086,12.96688,0.2317,0.05065,0.1311097
1983,41,1,0.413146941,0,0.0630564,12.60485,0.2552,0.1187,0.1393506
1990,19,1,0.410977144,6,0.1016321,12.96688,0.2317,0.05065,0.1318839
1991,17,1,0.391472217,7,0.1083086,12.96688,0.2317,0.05065,0.1311097
1991,22,1,0.316086426,13,0.1083086,12.96688,0.2317,0.05065,0.1311097
1986,19,1,0.491586645,9,0.0727003,12.60485,0.2552,0.1187,0.1390484
1970,40,1,0.442471599,3,0.0200297,11.98916,0.2241,0.18675,0.1469026
1974,21,0,0.447494459,5,0.0289317,11.98916,0.2241,0.18675,0.1487976
1979,21,1,0.388254671,6,0.041543,11.98916,0.2241,0.18675,0.1456347
1982,22,1,0.417323502,9,0.0593472,12.60485,0.2552,0.1187,0.13776
1980,17,1,0.422524798,9,0.0497033,12.60485,0.2552,0.1187,0.1373002
1987,23,1,0.379343375,9,0.078635,12.60485,0.2552,0.1187,0.1367292
1981,19,1,0.379510071,6,0.055638,12.60485,0.2552,0.1187,0.1362066
1986,36,0,0.33741412,3,0.0727003,12.60485,0.2552,0.1187,0.1390484
1987,17,1,0.412162514,11,0.078635,12.60485,0.2552,0.1187,0.1367292
1972,24,1,0.331360302,5,0.0252226,11.98916,0.2241,0.18675,0.1565455
1970,40,1,0.506901499,3,0.0200297,11.98916,0.2241,0.18675,0.1469026
1980,16,1,0.524896877,9,0.0497033,12.60485,0.2552,0.1187,0.1373002
1976,20,1,0.403927851,12,0.0304154,11.98916,0.2241,0.18675,0.1482917
1976,36,1,0.409909253,6,0.0304154,11.98916,0.2241,0.18675,0.1482917
1971,29,1,0.384003932,8,0.022997,11.98916,0.2241,0.18675,0.1496652
1988,17,0,0.342219519,11,0.0853116,12.60485,0.2552,0.1187,0.1352272
1988,15,0,0.309835408,9,0.0853116,12.60485,0.2552,0.1187,0.1352272
1976,29,1,0.436624651,0,0.0304154,11.98916,0.2241,0.18675,0.1482917
1976,37,1,0.458675937,0,0.0304154,11.98916,0.2241,0.18675,0.1482917
1982,30,1,0.516971717,12,0.0593472,12.60485,0.2552,0.1187,0.13776
1987,31,1,0.392123732,13,0.078635,12.60485,0.2552,0.1187,0.1367292
1990,29,1,0.377222284,12,0.1016321,12.96688,0.2317,0.05065,0.1318839
1983,29,1,0.457716277,6,0.0630564,12.60485,0.2552,0.1187,0.1393506
1991,39,1,0.323051866,2,0.1083086,12.96688,0.2317,0.05065,0.1311097
1989,26,0,0.424109026,6,0.0949555,12.60485,0.2552,0.1187,0.1340105
1987,30,1,0.37073513,16,0.078635,12.60485,0.2552,0.1187,0.1367292
1991,25,1,0.273071707,6,0.1083086,12.96688,0.2317,0.05065,0.1311097
1986,20,1,0.380265478,12,0.0727003,12.60485,0.2552,0.1187,0.1390484
1988,23,0,0.314906209,9,0.0853116,12.60485,0.2552,0.1187,0.1352272
1976,24,1,0.398540336,12,0.0304154,11.98916,0.2241,0.18675,0.1482917
1971,26,1,0.416678404,1,0.022997,11.98916,0.2241,0.18675,0.1496652
1989,36,1,0.31637225,6,0.0949555,12.60485,0.2552,0.1187,0.1340105
1987,41,1,0.370521938,9,0.078635,12.60485,0.2552,0.1187,0.1367292
1988,36,1,0.409514286,6,0.0853116,12.60485,0.2552,0.1187,0.1352272
1985,23,1,0.334171619,13,0.0697329,12.60485,0.2552,0.1187,0.137792
1991,21,1,0.36847152,10,0.1083086,12.96688,0.2317,0.05065,0.1311097
1991,23,1,0.333273741,11,0.1083086,12.96688,0.2317,0.05065,0.1311097
1991,35,1,0.494755513,10,0.1083086,12.96688,0.2317,0.05065,0.1311097
1990,16,1,0.350824719,10,0.1016321,12.96688,0.2317,0.05065,0.1318839
1991,49,0,0.356300975,6,0.1083086,12.96688,0.2317,0.05065,0.1311097
1990,44,1,0.410803043,5,0.1016321,12.96688,0.2317,0.05065,0.1318839
1990,24,1,0.369924062,10,0.1016321,12.96688,0.2317,0.05065,0.1318839
1985,22,1,0.430359738,7,0.0697329,12.60485,0.2552,0.1187,0.137792
1980,32,0,0.348800561,13,0.0497033,12.60485,0.2552,0.1187,0.1373002
1983,27,1,0.371943418,13,0.0630564,12.60485,0.2552,0.1187,0.1393506
1975,19,1,0.412285408,6,0.0296736,11.98916,0.2241,0.18675,0.1475543
1986,21,1,0.392359508,13,0.0727003,12.60485,0.2552,0.1187,0.1390484
1979,35,1,0.436452689,2,0.041543,11.98916,0.2241,0.18675,0.1456347
1986,32,1,0.404458396,8,0.0727003,12.60485,0.2552,0.1187,0.1390484
1988,27,1,0.321329576,8,0.0853116,12.60485,0.2552,0.1187,0.1352272
1979,32,0,0.415783553,10,0.041543,11.98916,0.2241,0.18675,0.1456347
1980,34,1,0.419523942,16,0.0497033,12.60485,0.2552,0.1187,0.1373002
1988,36,0,0.270300571,6,0.0853116,12.60485,0.2552,0.1187,0.1352272
1988,28,1,0.351066726,6,0.0853116,12.60485,0.2552,0.1187,0.1352272
1976,17,1,0.432377689,11,0.0304154,11.98916,0.2241,0.18675,0.1482917
1978,18,1,0.41780845,9,0.0400593,11.98916,0.2241,0.18675,0.1494865
1970,25,1,0.522873725,9,0.0200297,11.98916,0.2241,0.18675,0.1469026
1977,29,0,0.349417262,6,0.0356083,11.98916,0.2241,0.18675,0.1494673
1978,20,1,0.435212497,1,0.0400593,11.98916,0.2241,0.18675,0.1494865
1982,15,0,0.435387243,6,0.0593472,12.60485,0.2552,0.1187,0.13776
1986,18,1,0.362045712,12,0.0727003,12.60485,0.2552,0.1187,0.1390484
1982,28,1,0.39818455,11,0.0593472,12.60485,0.2552,0.1187,0.13776
1991,36,0,0.309156704,2,0.1083086,12.96688,0.2317,0.05065,0.1311097
1983,32,1,0.391482255,8,0.0630564,12.60485,0.2552,0.1187,0.1393506
1984,38,0,0.444916653,6,0.0675074,12.60485,0.2552,0.1187,0.138887
1977,19,0,0.468078925,6,0.0356083,11.98916,0.2241,0.18675,0.1494673
1980,50,0,0.385778908,2,0.0497033,12.60485,0.2552,0.1187,0.1373002
1981,18,1,0.376161162,8,0.055638,12.60485,0.2552,0.1187,0.1362066
1979,23,1,0.370016649,5,0.041543,11.98916,0.2241,0.18675,0.1456347
1984,21,0,0.412396849,6,0.0675074,12.60485,0.2552,0.1187,0.138887
1980,22,0,0.414266067,12,0.0497033,12.60485,0.2552,0.1187,0.1373002
1980,25,1,0.363492306,11,0.0497033,12.60485,0.2552,0.1187,0.1373002
1969,25,1,0.514950793,10,0.018546,11.51293,0.3284,0.35185,0.1463935
1979,19,0,0.485283693,11,0.041543,11.98916,0.2241,0.18675,0.1456347
1985,23,1,0.362900195,6,0.0697329,12.60485,0.2552,0.1187,0.137792
1988,24,0,0.409307989,4,0.0853116,12.60485,0.2552,0.1187,0.1352272
1986,30,0,0.345954213,7,0.0727003,12.60485,0.2552,0.1187,0.1390484
1989,16,0,0.323070475,10,0.0949555,12.60485,0.2552,0.1187,0.1340105
1990,20,0,0.3151223,10,0.1016321,12.96688,0.2317,0.05065,0.1318839
1972,27,0,0.48490849,6,0.0252226,11.98916,0.2241,0.18675,0.1565455
1979,18,1,0.453582477,9,0.041543,11.98916,0.2241,0.18675,0.1456347
1973,16,1,0.375935299,9,0.0267062,11.98916,0.2241,0.18675,0.1562987
1979,24,0,0.428756467,9,0.041543,11.98916,0.2241,0.18675,0.1456347
1977,24,1,0.378270746,6,0.0356083,11.98916,0.2241,0.18675,0.1494673
1981,26,0,0.426001035,10,0.055638,12.60485,0.2552,0.1187,0.1362066
1973,17,0,0.518769711,9,0.0267062,11.98916,0.2241,0.18675,0.1562987
1977,19,1,0.373845911,10,0.0356083,11.98916,0.2241,0.18675,0.1494673
1988,27,1,0.394856521,17,0.0853116,12.60485,0.2552,0.1187,0.1352272
1988,28,0,0.420454858,15,0.0853116,12.60485,0.2552,0.1187,0.1352272
1989,23,1,0.343120918,9,0.0949555,12.60485,0.2552,0.1187,0.1340105
1971,28,1,0.318494927,4,0.022997,11.98916,0.2241,0.18675,0.1496652
1973,24,0,0.411937038,6,0.0267062,11.98916,0.2241,0.18675,0.1562987
1968,25,1,0.473244274,8,0.072093,7.600903,0.2821,0.8525,0.1454793
1982,33,0,0.36722182,4,0.1755814,8.006368,0.577,0.4676,0.13776
1976,20,1,0.388869645,4,0.1151163,8.006368,0.2808,0.5669,0.1482917
1978,20,1,0.234147186,4,0.1360465,8.006368,0.2808,0.5669,0.1494865
1972,28,1,0.448484278,5,0.0813954,8.006368,0.2808,0.5669,0.1565455
1970,15,1,0.314844696,6,0.0790698,8.006368,0.2808,0.5669,0.1469026
1981,22,0,0.26246337,6,0.1651163,8.006368,0.577,0.4676,0.1362066
1982,19,1,0.296561784,9,0.1755814,8.006368,0.577,0.4676,0.13776
1982,29,0,0.32975436,6,0.1755814,8.006368,0.577,0.4676,0.13776
1969,36,1,0.34400437,4,0.077907,7.600903,0.2821,0.8525,0.1463935
1979,20,1,0.326143891,6,0.1465116,8.006368,0.2808,0.5669,0.1456347
1979,16,1,0.294150335,9,0.1465116,8.006368,0.2808,0.5669,0.1456347
1982,16,1,0.340249387,6,0.1755814,8.006368,0.577,0.4676,0.13776
1978,48,1,0.215913469,2,0.1360465,8.006368,0.2808,0.5669,0.1494865
1968,25,0,0.30227772,6,0.072093,7.600903,0.2821,0.8525,0.1454793
1980,22,1,0.262492678,12,0.1581395,8.006368,0.577,0.4676,0.1373002
1978,18,1,0.242900252,9,0.1360465,8.006368,0.2808,0.5669,0.1494865
1977,31,1,0.206864033,2,0.1290698,8.006368,0.2808,0.5669,0.1494673
1982,19,1,0.27952639,6,0.1755814,8.006368,0.577,0.4676,0.13776
1976,17,1,0.243245703,6,0.1151163,8.006368,0.2808,0.5669,0.1482917
1980,16,1,0.266447869,6,0.1581395,8.006368,0.577,0.4676,0.1373002
1974,25,1,0.433769845,9,0.0988372,8.006368,0.2808,0.5669,0.1487976
1975,24,1,0.393485235,11,0.1034884,8.006368,0.2808,0.5669,0.1475543
1972,17,0,0.494774814,6,0.0813954,8.006368,0.2808,0.5669,0.1565455
1974,50,0,0.35352748,2,0.0988372,8.006368,0.2808,0.5669,0.1487976
1982,23,1,0.331464987,6,0.1755814,8.006368,0.577,0.4676,0.13776
1972,27,0,0.325490629,6,0.0813954,8.006368,0.2808,0.5669,0.1565455
1968,25,1,0.355166432,8,0.072093,7.600903,0.2821,0.8525,0.1454793
1975,25,1,0.348348867,9,0.1034884,8.006368,0.2808,0.5669,0.1475543
1979,23,1,0.386845763,6,0.1465116,8.006368,0.2808,0.5669,0.1456347
1975,30,1,0.402233382,4,0.1034884,8.006368,0.2808,0.5669,0.1475543
1968,21,1,0.398386085,6,0.072093,7.600903,0.2821,0.8525,0.1454793
1975,20,1,0.412211618,9,0.1034884,8.006368,0.2808,0.5669,0.1475543
1978,26,1,0.324415914,6,0.1360465,8.006368,0.2808,0.5669,0.1494865
1975,21,1,0.282141329,5,0.1034884,8.006368,0.2808,0.5669,0.1475543
1976,21,1,0.357034575,6,0.1151163,8.006368,0.2808,0.5669,0.1482917
1979,17,1,0.239681677,9,0.1465116,8.006368,0.2808,0.5669,0.1456347
1979,18,1,0.409507773,6,0.1465116,8.006368,0.2808,0.5669,0.1456347
1973,20,1,0.345182609,5,0.0895349,8.006368,0.2808,0.5669,0.1562987
1975,19,1,0.363779391,7,0.1034884,8.006368,0.2808,0.5669,0.1475543
1978,18,1,0.337477337,6,0.1360465,8.006368,0.2808,0.5669,0.1494865
1981,32,0,0.365443678,5,0.1651163,8.006368,0.577,0.4676,0.1362066
1982,28,1,0.307017565,13,0.1755814,8.006368,0.577,0.4676,0.13776
1974,19,1,0.322209273,9,0.0988372,8.006368,0.2808,0.5669,0.1487976
1966,21,1,0.330772514,4,0.0639535,7.600903,0.2821,0.8525,0.142437
1976,17,1,0.359555257,6,0.1151163,8.006368,0.2808,0.5669,0.1482917
1982,17,1,0.295582422,6,0.1755814,8.006368,0.577,0.4676,0.13776
1976,20,1,0.379948145,5,0.1151163,8.006368,0.2808,0.5669,0.1482917
1976,21,1,0.389280058,10,0.1151163,8.006368,0.2808,0.5669,0.1482917
1981,53,0,0.285840641,4,0.1651163,8.006368,0.577,0.4676,0.1362066
1981,17,0,0.328970436,11,0.1651163,8.006368,0.577,0.4676,0.1362066
1976,21,1,0.286921585,9,0.1151163,8.006368,0.2808,0.5669,0.1482917
1977,20,1,0.337176177,4,0.1290698,8.006368,0.2808,0.5669,0.1494673
1981,23,1,0.22606181,13,0.1651163,8.006368,0.577,0.4676,0.1362066
1977,30,1,0.410067845,3,0.1290698,8.006368,0.2808,0.5669,0.1494673
1977,20,1,0.304359273,6,0.1290698,8.006368,0.2808,0.5669,0.1494673
1978,23,1,0.275853717,6,0.1360465,8.006368,0.2808,0.5669,0.1494865
1980,17,1,0.383161389,6,0.1581395,8.006368,0.577,0.4676,0.1373002
1982,17,1,0.248489839,6,0.1755814,8.006368,0.577,0.4676,0.13776
1980,18,1,0.277708411,6,0.1581395,8.006368,0.577,0.4676,0.1373002
1980,19,1,0.293261813,6,0.1581395,8.006368,0.577,0.4676,0.1373002
1978,15,1,0.309254871,6,0.1360465,8.006368,0.2808,0.5669,0.1494865
1979,22,1,0.318997393,9,0.1465116,8.006368,0.2808,0.5669,0.1456347
1966,20,1,0.326968715,4,0.0639535,7.600903,0.2821,0.8525,0.142437
1979,15,1,0.265878651,9,0.1465116,8.006368,0.2808,0.5669,0.1456347
1966,16,1,0.343167375,5,0.0639535,7.600903,0.2821,0.8525,0.142437
1973,18,1,0.378026224,6,0.0895349,8.006368,0.2808,0.5669,0.1562987
1979,23,1,0.335123037,6,0.1465116,8.006368,0.2808,0.5669,0.1456347
1968,22,1,0.453556311,6,0.072093,7.600903,0.2821,0.8525,0.1454793
1977,19,1,0.330076512,4,0.1290698,8.006368,0.2808,0.5669,0.1494673
1978,19,1,0.256743657,4,0.1360465,8.006368,0.2808,0.5669,0.1494865
1982,18,1,0.25482062,2,0.1755814,8.006368,0.577,0.4676,0.13776
1970,19,1,0.372509431,6,0.0790698,8.006368,0.2808,0.5669,0.1469026
1975,17,1,0.387930882,9,0.1034884,8.006368,0.2808,0.5669,0.1475543
1979,26,0,0.285740923,6,0.1465116,8.006368,0.2808,0.5669,0.1456347
1980,19,1,0.421256194,7,0.1581395,8.006368,0.577,0.4676,0.1373002
1982,19,1,0.237030693,5,0.1755814,8.006368,0.577,0.4676,0.13776
1976,32,1,0.358631246,2,0.1151163,8.006368,0.2808,0.5669,0.1482917
1976,19,1,0.342129277,6,0.1151163,8.006368,0.2808,0.5669,0.1482917
1976,23,1,0.434583954,6,0.1151163,8.006368,0.2808,0.5669,0.1482917
1972,18,0,0.403176137,9,0.0813954,8.006368,0.2808,0.5669,0.1565455
1972,16,1,0.386182302,9,0.0813954,8.006368,0.2808,0.5669,0.1565455
1973,15,0,0.410700023,9,0.0895349,8.006368,0.2808,0.5669,0.1562987
1973,47,0,0.255146162,0,0.0895349,8.006368,0.2808,0.5669,0.1562987
1972,20,0,0.271856173,9,0.0813954,8.006368,0.2808,0.5669,0.1565455
1978,24,1,0.334463378,6,0.1360465,8.006368,0.2808,0.5669,0.1494865
1982,18,1,0.226497459,6,0.1755814,8.006368,0.577,0.4676,0.13776
1966,33,0,0.451933132,4,0.0639535,7.600903,0.2821,0.8525,0.142437
1976,30,1,0.305365381,2,0.1151163,8.006368,0.2808,0.5669,0.1482917
1977,22,1,0.392959781,9,0.1290698,8.006368,0.2808,0.5669,0.1494673
1979,26,1,0.373344813,5,0.1465116,8.006368,0.2808,0.5669,0.1456347
1973,18,0,0.371388022,9,0.0895349,8.006368,0.2808,0.5669,0.1562987
1976,22,1,0.304417041,2,0.1151163,8.006368,0.2808,0.5669,0.1482917
1981,15,0,0.327622922,9,0.1651163,8.006368,0.577,0.4676,0.1362066
1981,19,1,0.282899738,12,0.1651163,8.006368,0.577,0.4676,0.1362066
1972,20,0,0.369631993,9,0.0813954,8.006368,0.2808,0.5669,0.1565455
1974,18,1,0.310047494,5,0.0988372,8.006368,0.2808,0.5669,0.1487976
1973,15,0,0.395413145,1,0.0895349,8.006368,0.2808,0.5669,0.1562987
1973,17,1,0.415380031,9,0.0895349,8.006368,0.2808,0.5669,0.1562987
1982,26,1,0.242803516,3,0.1755814,8.006368,0.577,0.4676,0.13776
1973,20,1,0.4166848,9,0.0895349,8.006368,0.2808,0.5669,0.1562987
1982,17,0,0.306444929,2,0.1755814,8.006368,0.577,0.4676,0.13776
1981,15,1,0.265817784,6,0.1651163,8.006368,0.577,0.4676,0.1362066
1975,18,1,0.385731982,7,0.1034884,8.006368,0.2808,0.5669,0.1475543
1981,16,0,0.309248417,10,0.1651163,8.006368,0.577,0.4676,0.1362066
1975,28,1,0.297500549,2,0.1034884,8.006368,0.2808,0.5669,0.1475543
1978,32,1,0.362458597,2,0.0763889,6.907755,0.2808,0.5669,0.1494865
1970,20,0,0.379869581,3,0.0402778,6.907755,0.2808,0.5669,0.1469026
1970,19,0,0.465926196,3,0.0402778,6.907755,0.2808,0.5669,0.1469026
1979,21,1,0.365721196,9,0.0875,6.907755,0.2808,0.5669,0.1456347
1980,17,1,0.403109087,6,0.0972222,6.907755,0.577,0.4676,0.1373002
1974,28,1,0.409572182,4,0.0527778,6.907755,0.2808,0.5669,0.1487976
1979,44,1,0.239927361,3,0.0875,6.907755,0.2808,0.5669,0.1456347
1979,22,1,0.401704561,6,0.0875,6.907755,0.2808,0.5669,0.1456347
1981,22,1,0.275249133,6,0.1013889,6.907755,0.577,0.4676,0.1362066
1977,38,1,0.303346777,3,0.0680556,6.907755,0.2808,0.5669,0.1494673
1981,16,1,0.319581211,6,0.1013889,6.907755,0.577,0.4676,0.1362066
1977,19,1,0.449326551,1,0.0680556,6.907755,0.2808,0.5669,0.1494673
1980,21,1,0.317596612,6,0.0972222,6.907755,0.577,0.4676,0.1373002
1977,24,1,0.48873534,2,0.0680556,6.907755,0.2808,0.5669,0.1494673
1978,21,1,0.389921254,6,0.0763889,6.907755,0.2808,0.5669,0.1494865
1978,18,1,0.416192789,6,0.0763889,6.907755,0.2808,0.5669,0.1494865
1978,28,1,0.409755899,0,0.0763889,6.907755,0.2808,0.5669,0.1494865
1979,31,1,0.436918203,4,0.0875,6.907755,0.2808,0.5669,0.1456347
1976,36,1,0.379496056,3,0.0583333,6.907755,0.2808,0.5669,0.1482917
1980,17,1,0.369234784,6,0.0972222,6.907755,0.577,0.4676,0.1373002
1982,18,1,0.403464477,6,0.1083333,6.907755,0.577,0.4676,0.13776
1968,20,1,0.349542481,6,0.0388889,6.907755,0.2821,0.8525,0.1454793
1973,24,1,0.465798034,6,0.0472222,6.907755,0.2808,0.5669,0.1562987
1977,22,0,0.394238496,6,0.0680556,6.907755,0.2808,0.5669,0.1494673
1977,19,1,0.427191266,6,0.0680556,6.907755,0.2808,0.5669,0.1494673
1978,21,1,0.382425819,12,0.0763889,6.907755,0.2808,0.5669,0.1494865
1966,20,1,0.442098884,4,0.0333333,6.907755,0.2821,0.8525,0.142437
1977,21,1,0.360912724,4,0.0680556,6.907755,0.2808,0.5669,0.1494673
1970,44,0,0.426309395,1,0.0402778,6.907755,0.2808,0.5669,0.1469026
1973,50,1,0.440136087,0,0.0472222,6.907755,0.2808,0.5669,0.1562987
1978,17,1,0.397038935,6,0.0763889,6.907755,0.2808,0.5669,0.1494865
1976,27,1,0.32425615,2,0.0583333,6.907755,0.2808,0.5669,0.1482917
1972,26,0,0.342045568,6,0.0458333,6.907755,0.2808,0.5669,0.1565455
1966,28,0,0.402590478,4,0.0333333,6.907755,0.2821,0.8525,0.142437
1966,26,0,0.382417287,6,0.0333333,6.907755,0.2821,0.8525,0.142437
1970,24,1,0.356798246,2,0.0402778,6.907755,0.2808,0.5669,0.1469026
1975,63,0,0.42012803,5,0.0555556,6.907755,0.2808,0.5669,0.1475543
1975,18,1,0.308691419,4,0.0555556,6.907755,0.2808,0.5669,0.1475543
1976,24,0,0.457973442,4,0.0583333,6.907755,0.2808,0.5669,0.1482917
1979,40,1,0.361013555,4,0.0875,6.907755,0.2808,0.5669,0.1456347
1981,27,1,0.306702267,4,0.1013889,6.907755,0.577,0.4676,0.1362066
